epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,4127.14,1.64037,1.30746,1.08267,0.51159,0.62222,0.54435,0.20541,2.23865,3.25803,1.19507,0.000812,0.000812,0.000812
182,4149.99,1.59598,1.27404,1.07585,0.48804,0.63022,0.51537,0.18752,2.28046,3.02999,1.22508,0.0008054,0.0008054,0.0008054
183,4172.81,1.67671,1.308,1.08302,0.33386,0.66667,0.41477,0.14919,2.20747,3.297,1.20862,0.0007988,0.0007988,0.0007988
184,4195.51,1.66128,1.36115,1.10076,0.43107,0.66111,0.49768,0.17401,2.29023,3.29835,1.20963,0.0007922,0.0007922,0.0007922
185,4218.42,1.67937,1.32645,1.08435,0.49264,0.66667,0.54719,0.20055,2.27726,3.24317,1.24591,0.0007856,0.0007856,0.0007856
186,4241.28,1.62872,1.25061,1.04985,0.45766,0.68333,0.5078,0.18761,2.25323,2.62237,1.2165,0.000779,0.000779,0.000779
187,4263.92,1.58083,1.29276,1.07421,0.40741,0.68333,0.47294,0.16866,2.31328,2.88001,1.2499,0.0007724,0.0007724,0.0007724
188,4286.73,1.60052,1.26044,1.0662,0.39504,0.67222,0.46012,0.16654,2.24975,2.66966,1.24565,0.0007658,0.0007658,0.0007658
189,4309.46,1.67354,1.36339,1.10684,0.49391,0.61268,0.54829,0.19875,2.24849,3.88261,1.25928,0.0007592,0.0007592,0.0007592
190,4332.34,1.63371,1.25905,1.06824,0.53028,0.57222,0.53699,0.20205,2.25681,3.43431,1.23809,0.0007526,0.0007526,0.0007526
191,4355.39,1.64829,1.34039,1.07124,0.46528,0.61878,0.48825,0.18553,2.18838,3.50792,1.21767,0.000746,0.000746,0.000746
192,4378.27,1.63478,1.30577,1.08291,0.38793,0.68333,0.40803,0.14137,2.35353,2.06703,1.26559,0.0007394,0.0007394,0.0007394
193,4401.07,1.6856,1.36453,1.09154,0.43847,0.69842,0.49067,0.17461,2.17504,2.23285,1.20021,0.0007328,0.0007328,0.0007328
194,4424.04,1.66492,1.28566,1.07235,0.49159,0.63889,0.51713,0.19929,2.13178,2.52319,1.19519,0.0007262,0.0007262,0.0007262
195,4447.01,1.57426,1.27283,1.0534,0.46062,0.58889,0.48835,0.1849,2.15577,3.08935,1.21878,0.0007196,0.0007196,0.0007196
196,4469.77,1.67335,1.37678,1.11298,0.47077,0.64738,0.49818,0.17854,2.27524,2.38469,1.23662,0.000713,0.000713,0.000713
197,4492.74,1.66492,1.31035,1.09604,0.36911,0.70556,0.41708,0.1525,2.20864,2.21219,1.20756,0.0007064,0.0007064,0.0007064
198,4515.7,1.61205,1.2813,1.07505,0.46778,0.67222,0.49302,0.19124,2.1416,2.71751,1.18791,0.0006998,0.0006998,0.0006998
199,4538.35,1.61572,1.3109,1.0912,0.44331,0.66667,0.53382,0.20373,2.14862,2.45991,1.18774,0.0006932,0.0006932,0.0006932
200,4561.2,1.58804,1.25019,1.06334,0.49742,0.68333,0.56831,0.22542,2.15603,2.48323,1.18713,0.0006866,0.0006866,0.0006866
201,4583.82,1.6382,1.29919,1.07558,0.37585,0.72778,0.42157,0.15745,2.21172,2.72343,1.20743,0.00068,0.00068,0.00068
202,4606.49,1.66408,1.28602,1.09009,0.4199,0.64444,0.47742,0.18065,2.10998,2.61228,1.18275,0.0006734,0.0006734,0.0006734
203,4629.27,1.57911,1.26484,1.07521,0.43023,0.6628,0.4908,0.17697,2.2172,2.1136,1.22451,0.0006668,0.0006668,0.0006668
204,4652.16,1.57281,1.26913,1.06709,0.43951,0.62222,0.50014,0.1749,2.1288,2.53506,1.21906,0.0006602,0.0006602,0.0006602
205,4674.9,1.53128,1.24149,1.05206,0.43282,0.62222,0.51566,0.18686,2.10189,2.90226,1.19513,0.0006536,0.0006536,0.0006536
206,4697.72,1.53385,1.23812,1.06388,0.58043,0.58889,0.58635,0.21931,2.28007,2.82256,1.239,0.000647,0.000647,0.000647
207,4720.57,1.60353,1.24873,1.09092,0.40476,0.68333,0.46912,0.17385,2.25222,2.8094,1.22024,0.0006404,0.0006404,0.0006404
208,4743.2,1.5705,1.24371,1.07779,0.48424,0.63333,0.51731,0.18619,2.31801,2.68661,1.24756,0.0006338,0.0006338,0.0006338
209,4765.98,1.59808,1.27562,1.06052,0.42122,0.7,0.46268,0.17522,2.16725,2.38169,1.18852,0.0006272,0.0006272,0.0006272
210,4788.74,1.57911,1.27971,1.09616,0.43796,0.66667,0.5065,0.19515,2.15331,2.85191,1.18787,0.0006206,0.0006206,0.0006206
211,4811.46,1.57878,1.27672,1.08712,0.61797,0.58333,0.61899,0.23541,2.23293,3.1336,1.23313,0.000614,0.000614,0.000614
212,4834.29,1.5291,1.23273,1.0695,0.43844,0.53889,0.46204,0.14979,2.27963,3.33228,1.22881,0.0006074,0.0006074,0.0006074
213,4857.16,1.55599,1.22694,1.05983,0.38234,0.63889,0.4745,0.17891,2.15692,3.18931,1.20509,0.0006008,0.0006008,0.0006008
214,4879.69,1.59521,1.22602,1.07338,0.47143,0.65902,0.54061,0.20818,2.25092,2.36357,1.26183,0.0005942,0.0005942,0.0005942
215,4902.51,1.5787,1.25503,1.06668,0.43164,0.62222,0.51348,0.19719,2.18982,2.36706,1.23562,0.0005876,0.0005876,0.0005876
