epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,4132.63,1.48711,0.81136,0.97641,0.84209,0.81004,0.8616,0.4017,1.62755,0.86526,1.0137,0.0011354,0.0011354,0.0011354
133,4160.46,1.58051,0.85937,1.00286,0.87683,0.827,0.86884,0.39217,1.6837,0.86689,1.04178,0.0011288,0.0011288,0.0011288
134,4188.32,1.51338,0.84284,0.98332,0.85728,0.79325,0.85531,0.40082,1.65549,0.86703,1.02092,0.0011222,0.0011222,0.0011222
135,4216.2,1.49808,0.81743,0.98567,0.86026,0.78481,0.84887,0.36756,1.7147,0.9201,1.02246,0.0011156,0.0011156,0.0011156
136,4244.2,1.50763,0.81101,0.95521,0.81308,0.81435,0.84309,0.38489,1.71495,0.94663,1.03129,0.001109,0.001109,0.001109
137,4272.1,1.49886,0.8293,0.98026,0.8206,0.81061,0.84918,0.39053,1.68518,0.95719,1.02651,0.0011024,0.0011024,0.0011024
138,4300.05,1.55947,0.87029,0.98585,0.85823,0.77637,0.83719,0.38998,1.68009,0.86341,1.02926,0.0010958,0.0010958,0.0010958
139,4327.88,1.51577,0.82612,0.96549,0.87182,0.80354,0.82827,0.3815,1.67506,0.92571,1.02043,0.0010892,0.0010892,0.0010892
140,4355.8,1.54042,0.83536,0.98656,0.83753,0.77637,0.81479,0.3888,1.64122,1.07675,1.01575,0.0010826,0.0010826,0.0010826
141,4383.75,1.56562,0.84423,0.98896,0.82115,0.81362,0.85818,0.38907,1.69011,0.88135,1.02522,0.001076,0.001076,0.001076
142,4411.63,1.48078,0.81571,0.9566,0.84667,0.81013,0.85239,0.4049,1.66932,0.84194,1.01798,0.0010694,0.0010694,0.0010694
143,4439.56,1.5374,0.82733,0.98847,0.84494,0.79325,0.83471,0.38893,1.64835,0.92469,1.01185,0.0010628,0.0010628,0.0010628
144,4467.22,1.51871,0.82114,0.98789,0.83256,0.81824,0.84173,0.37545,1.67683,0.87733,1.02981,0.0010562,0.0010562,0.0010562
145,4495.07,1.54894,0.83392,0.9786,0.82999,0.80336,0.84101,0.38606,1.68216,0.90198,1.02626,0.0010496,0.0010496,0.0010496
146,4523.38,1.54813,0.8495,0.98824,0.87793,0.80169,0.86956,0.40213,1.6486,0.91066,1.00964,0.001043,0.001043,0.001043
147,4551.34,1.45886,0.80135,0.96997,0.83327,0.79325,0.83873,0.38736,1.68672,0.93056,1.01987,0.0010364,0.0010364,0.0010364
148,4579.33,1.52117,0.82124,0.97034,0.83764,0.78481,0.83623,0.38027,1.67735,0.97456,1.01552,0.0010298,0.0010298,0.0010298
149,4607.49,1.45781,0.79528,0.96201,0.83826,0.78724,0.8447,0.39213,1.70772,0.94846,1.02318,0.0010232,0.0010232,0.0010232
150,4635.48,1.52551,0.8079,0.98425,0.84359,0.77215,0.81751,0.37826,1.71577,0.95078,1.02373,0.0010166,0.0010166,0.0010166
151,4663.66,1.47389,0.81365,0.98846,0.84899,0.78059,0.83447,0.37721,1.69444,0.87477,1.02971,0.00101,0.00101,0.00101
152,4691.59,1.4962,0.78424,0.97011,0.85939,0.77215,0.83754,0.38873,1.6525,0.89824,1.01584,0.0010034,0.0010034,0.0010034
153,4719.57,1.51201,0.83663,0.97172,0.83462,0.78903,0.84478,0.38689,1.67547,0.90667,1.02149,0.0009968,0.0009968,0.0009968
154,4747.4,1.53781,0.80932,0.99326,0.84168,0.83122,0.874,0.39978,1.686,0.8263,1.01663,0.0009902,0.0009902,0.0009902
155,4775.27,1.45634,0.78719,0.96498,0.78511,0.78619,0.83567,0.37664,1.68739,0.97766,1.02791,0.0009836,0.0009836,0.0009836
156,4803.23,1.48934,0.81226,0.97636,0.81369,0.82926,0.85189,0.38476,1.66801,0.93138,1.01183,0.000977,0.000977,0.000977
157,4831.11,1.49717,0.79593,0.96473,0.83881,0.78059,0.86161,0.40329,1.65433,0.92678,1.01359,0.0009704,0.0009704,0.0009704
158,4858.98,1.50055,0.81053,0.98977,0.83422,0.827,0.86068,0.41281,1.66809,0.86242,1.01276,0.0009638,0.0009638,0.0009638
159,4886.83,1.47332,0.79119,0.96389,0.80385,0.83122,0.85065,0.38851,1.67678,0.86064,1.02977,0.0009572,0.0009572,0.0009572
160,4914.76,1.47941,0.79536,0.97127,0.83758,0.80508,0.85684,0.39008,1.66854,0.89486,1.02463,0.0009506,0.0009506,0.0009506
161,4942.61,1.44249,0.75677,0.95958,0.82811,0.8131,0.83668,0.38548,1.63177,0.92221,1.01161,0.000944,0.000944,0.000944
162,4970.5,1.49013,0.79938,0.96902,0.8358,0.79467,0.83628,0.38024,1.69087,0.90797,1.02644,0.0009374,0.0009374,0.0009374
163,4998.36,1.45577,0.79743,0.96856,0.83845,0.80591,0.84866,0.3874,1.67111,0.94998,1.02432,0.0009308,0.0009308,0.0009308
164,5026.17,1.45669,0.79403,0.97055,0.8534,0.78481,0.85971,0.38802,1.67863,0.92049,1.03312,0.0009242,0.0009242,0.0009242
165,5053.8,1.50087,0.86015,0.97806,0.86219,0.79195,0.85706,0.39852,1.68455,0.92749,1.036,0.0009176,0.0009176,0.0009176
166,5081.77,1.45592,0.81468,0.96809,0.87959,0.80142,0.85799,0.3988,1.65232,0.90894,1.02057,0.000911,0.000911,0.000911
167,5109.97,1.47587,0.78667,0.9709,0.81883,0.84388,0.8586,0.39042,1.64937,0.9088,1.02187,0.0009044,0.0009044,0.0009044
168,5137.85,1.46885,0.80542,0.97211,0.84017,0.82067,0.85306,0.40253,1.67618,0.85282,1.02049,0.0008978,0.0008978,0.0008978
169,5166.07,1.49645,0.80201,0.98269,0.84915,0.78481,0.84531,0.37875,1.7501,0.86315,1.03077,0.0008912,0.0008912,0.0008912
170,5194.28,1.46348,0.78793,0.96332,0.82245,0.81857,0.85216,0.39881,1.69286,0.89726,1.03226,0.0008846,0.0008846,0.0008846
171,5222.31,1.46608,0.79427,0.98117,0.83825,0.79747,0.84464,0.38938,1.70891,0.91212,1.03314,0.000878,0.000878,0.000878
172,5250.26,1.47315,0.8107,0.97705,0.81475,0.81654,0.85514,0.40023,1.67367,0.89186,1.01881,0.0008714,0.0008714,0.0008714
173,5278.16,1.44267,0.78876,0.96646,0.87068,0.81013,0.87,0.40982,1.69129,0.8379,1.02404,0.0008648,0.0008648,0.0008648
174,5306.1,1.43889,0.7943,0.95761,0.86938,0.79325,0.86518,0.40285,1.66219,0.97686,1.02385,0.0008582,0.0008582,0.0008582
175,5333.92,1.45777,0.78046,0.95679,0.84381,0.81013,0.84475,0.39477,1.67272,0.90289,1.01673,0.0008516,0.0008516,0.0008516
176,5361.78,1.49577,0.79174,0.97681,0.81884,0.80591,0.82345,0.3861,1.68281,0.88947,1.02731,0.000845,0.000845,0.000845
177,5389.6,1.46601,0.80883,0.9607,0.84747,0.77364,0.84,0.39915,1.65538,0.94019,1.02937,0.0008384,0.0008384,0.0008384
178,5417.49,1.42293,0.77664,0.9539,0.88198,0.7883,0.85561,0.39972,1.69666,0.93014,1.03996,0.0008318,0.0008318,0.0008318
179,5445.48,1.43716,0.77162,0.97681,0.85382,0.81326,0.84316,0.38729,1.70442,0.87152,1.03761,0.0008252,0.0008252,0.0008252
180,5473.38,1.43628,0.77357,0.97641,0.84641,0.81383,0.83862,0.38962,1.70433,0.92175,1.03752,0.0008186,0.0008186,0.0008186
181,5501.26,1.49963,0.79337,0.97874,0.82966,0.83122,0.84493,0.38815,1.66004,0.88922,1.02258,0.000812,0.000812,0.000812
182,5529.12,1.41414,0.79028,0.97156,0.81405,0.81857,0.84463,0.38671,1.67238,0.88292,1.02525,0.0008054,0.0008054,0.0008054
